"Category","Sub_Category","Part Number","Desc","price","Elig %"
"Hardware","Wireless","MS210-48-HW","Meraki MS210-48 1G L2 Cld-Mngd 48x GigE Switch","4520.0","1"
"Hardware","Wireless","MS210-48FP-HW","Meraki MS210-48FP 1G L2 Cld-Mngd 48x GigE 740W PoE Switch","7555.5","1"
"Hardware","Wireless","MS210-48LP-HW","Meraki MS210-48LP 1G L2 Cld-Mngd 48x GigE 370W PoE Switch","5720.0","1"
"Hardware","Wireless","MA-MNT-MID-1","Meraki MS225 and MS250 Mid-Mount Kit","75.0","1"
"Hardware","Wireless","MS350-24-HW","Meraki MS350-24 L3 Stck Cld-Mngd 24x GigE Switch","5675.0","1"
"Hardware","Wireless","MS350-24P-HW","Meraki MS350-24P L3 Stck Cld-Mngd 24x GigE 370W PoE Switch","6455.0","1"
"Hardware","Wireless","MS350-24X-HW","Meraki MS350-24X L3 Stck Cld-Mngd 24xGigE mGig UPOE Switch","7495.0","1"
"Hardware","Wireless","MS350-48-HW","Meraki MS350-48 L3 Stck Cld-Mngd 48x GigE Switch","9195.0","1"
"Hardware","Wireless","MS350-48FP-HW","Meraki MS350-48FP L3 Stck Cld-Mngd 48x GigE 740W PoE Switch","11635.0","1"
"Hardware","Wireless","MS350-48LP-HW","Meraki MS350-48LP L3 Stck Cld-Mngd 48x GigE 370W PoE Switch","10665.0","1"
"Hardware","Wireless","MS355-24X-HW","Meraki MS355-L3 Stck Cld-Mngd 24GE, 8xmG UPOE Switch","10250.0","1"
"Hardware","Wireless","MS355-24X2-HW","Meraki MS355-L3 Stck Cld-Mngd 24xmG UPOE Switch","13900.0","1"
"Hardware","Wireless","MS355-48X-HW","Meraki MS355-L3 Stck Cld-Mngd 48GE, 16xmG UPOE Switch","16800.0","1"
"Hardware","Wireless","MS355-48X2-HW","Meraki MS355-L3 Stck Cld-Mngd 48GE, 24xmG UPOE Switch","18500.0","1"
"Hardware","Wireless","MS410-16-HW","Meraki MS410-16 Cld-Mngd 16x GigE SFP Switch","8500.0","1"
"Hardware","Wireless","MS410-32-HW","Meraki MS410-32 Cld-Mngd 32x GigE SFP Switch","15000.0","1"
"Hardware","Wireless","MS425-16-HW","Meraki MS425-16 L3 Cld-Mngd 16x 10G SFP+ Switch","14000.0","1"
"Hardware","Wireless","MS425-32-HW","Meraki MS425-32 L3 Cld-Mngd 32x 10G SFP+ Switch","22000.0","1"
"Hardware","Wireless","MS450-12-HW","Meraki MS450-L3 Stack Cld-Mngd 12x40GE Aggregation Switch","20700.0","1"
"Hardware","Wireless","MA-QSFP-40G-SR4","Meraki SR4 QSFP 40G Transceiver","3294.5","1"
"Hardware","Wireless","MA-QSFP-40G-SR-BD","Meraki SR-BD QSFP 40G Transceiver","1095.0","1"
"Hardware","Wireless","MA-MNT-CLG-1","Meraki T-Rail Channel Adapter Mount Kit","25.0","1"
"Hardware","Wireless","MS225-24-HW","Meraki MS225-24 L2 Stck Cld-Mngd 24x GigE Switch","4180.0","1"
"Hardware","Wireless","MS225-24P-HW","Meraki MS225-24P L2 Stck Cld-Mngd 24x GigE 370W PoE Switch","4865.0","1"
"Hardware","Wireless","MS225-48-HW","Meraki MS225-48 L2 Stck Cld-Mngd 48x GigE Switch","5720.0","1"
"Hardware","Wireless","MS250-24-HW","Meraki MS250-24 L3 Stck Cld-Mngd 24x GigE Switch","5975.0","1"
"Hardware","Wireless","MS250-24P-HW","Meraki MS250-24P L3 Stck Cld-Mngd 24x GigE 370W PoE Switch","6485.0","1"
"Hardware","Wireless","MS225-48LP-HW","Meraki MS225-48LP L2 Stck Cld-Mngd 48x GigE 370W PoE Switch","6915.0","1"
"Hardware","Wireless","MS225-48FP-HW","Meraki MS225-48FP L2 Stck Cld-Mngd 48x GigE 740W PoE Switch","7770.0","1"
"Hardware","Wireless","MS250-48-HW","Meraki MS250-48 L3 Stck Cld-Mngd 48x GigE Switch","8365.0","1"
"Hardware","Wireless","MS250-48LP-HW","Meraki MS250-48LP L3 Stck Cld-Mngd 48x GigE 370W PoE Switch","9565.0","1"
"Hardware","Wireless","MS250-48FP-HW","Meraki MS250-48FP L3 Stck Cld-Mngd 48x GigE 740W PoE Switch","10420.0","1"
"Hardware","Wireless","MX100-HW","Meraki MX100 Cloud Managed Security Appliance","4995.0","1"
"Hardware","Wireless","MX250-HW","Meraki MX250 Cloud Managed Security Appliance","9995.0","1"
"Hardware","Wireless","MX450-HW","Meraki MX450 Cloud Managed Security Appliance","19995.0","1"
"Hardware","Wireless","MA-PWR-30WAC","Meraki MX64 Replacement Power Adapter (30 WAC)","81.25","1"
"Hardware","Wireless","MX64-HW","Meraki MX64 Security Appliance","595.0","1"
"Hardware","Wireless","MX64W-HW","Meraki MX64W Security Appliance","945.0","1"
"Hardware","Wireless","MX65-HW","Meraki MX65 Cloud Managed Security Appliance","945.0","1"
"Hardware","Wireless","MA-PWR-90WAC","Meraki MX65 Replacement Power Adapter (90 WAC)","200.0","1"
"Hardware","Wireless","MX84-HW","Meraki MX84 Cloud Managed Security Appliance","1995.0","1"
"Hardware","Wireless","Z3-HW","Meraki Z3 Cloud Managed Teleworker Gateway","495.0","1"
"Hardware","Wireless","MA-STND-1","Meraki Z3 Vertical Desktop Stand","56.25","1"
"Hardware","Wireless","C1-AIR-CT5520-K9","Cisco ONE - 5520 Wireless Controller w/rack mounting kit","21912.0","1"
"Hardware","Wireless","C1-AIR-CT8540-K9","Cisco ONE - Cisco 8540 Wireless LAN Controller with 0AP Lics","42250.0","1"
"Hardware","Wireless","WAAS-UPG-SM-ES2EM=","WAAS SRE SM Upgrade from Enterprise Small to Enterprise Me","3000.0","1"
"Hardware","Wireless","AIR-CPU-E52609D","1.90 GHz E5-2609 v3/85W 6C/15MB Cache/DDR4 1600MHz","0.0","1"
"Hardware","Wireless","AIR-CAB010LL-N=","10 ft LOW LOSS CABLE ASSEMBLY W/N CONNECTORS","176.0","1"
"Hardware","Wireless","AIR-CAB100ULL-R","100 ft. ULTRA LOW LOSS CABLE ASSEMBLY W/RP-TNC CONNECTORS","516.0","1"
"Hardware","Wireless","GLC-T-RGD=","1000Base-T SFP, Industrial Temp","410.0","1"
"Hardware","Wireless","GLC-FE-100BX-URGD=","100BASE-BX10-U Rugged SFP and Fiber Reel","551.0","1"
"Hardware","Wireless","AIR-CAB150ULL-R","150 ft. ULTRA LOW LOSS CABLE ASSEMBLY W/RP-TNC CONNECTORS","664.0","1"
"Hardware","Wireless","AIR-CORD-R3P-40NA=","1520 Series AC Power Cord, 40 ft. N. Amer Plug","381.0","1"
"Hardware","Wireless","AIR-BAND-INST-TL=","1520 Series Band Installation Tool for the Pole Mount Kit","659.0","1"
"Hardware","Wireless","AIR-1520-BATT-6AH=","1520 Series Battery Backup","999.0","1"
"Hardware","Wireless","AIR-PWRINJ1500-2=","1520 Series Power Injector","344.0","1"
"Hardware","Wireless","AIR-PWR-ST-LT-R3P=","1520 Series Street Light Power Tap, 4 ft.","406.0","1"
"Hardware","Wireless","AIR-1520-FIB-REEL=","1520/1550 Series Fiber-Cable Take-up Reel KIT","234.0","1"
"Hardware","Wireless","AIR-ACC1560-PMK1=","1530/1560 Series Pole/Wall Mount Kit w/Power Adpater Mount","166.0","1"
"Hardware","Wireless","AIR-ACCAMK-1=","1550 Directional Antenna Mount Kit","369.0","1"
"Hardware","Wireless","AIR-ACCPMK1550HZM=","1550 Hazardous Location Marine Grade Pole-Mount Kit","1385.0","1"
"Hardware","Wireless","AIR-ACCPMK1550=","1550 Series Pole-Mount Kit","434.0","1"
"Hardware","Wireless","AIR-1550S-FIB-KIT=","1550S Fiber Cable Take-up Reel Kit","198.0","1"
"Hardware","Wireless","AIR-ACCAMK-2=","1560 External Directional Antenna Mount Kit","124.0","1"
"Hardware","Wireless","AIR-ACCPMK1570-1","1570 Series Pole-Mount Kit (Type-1)","219.0","1"
"Hardware","Wireless","AIR-ACCPMK1570-1=","1570 Series Pole-Mount Kit (Type-1)","234.0","1"
"Hardware","Wireless","AIR-ACCPMK1570-2=","1570 Series Pole-Mount Kit (Type-2)","421.0","1"
"Hardware","Wireless","AIR-ACCPMK1570-3=","1570 Series Pole-Mount Kit (Type-3)","544.0","1"
"Hardware","Wireless","AIR-ACCSMK1570-1","1570 Series Strand-Mount Kit (Type-1)","0.0","1"
"Hardware","Wireless","AIR-ACCSMK1570-1=","1570 Series Strand-Mount Kit (Type-1)","29.0","1"
"Hardware","Wireless","AIR-ACCSMK1570-2","1570 Series Strand-Mount Kit (Type-2)","89.0","1"
"Hardware","Wireless","AIR-ACCSMK1570-2=","1570 Series Strand-Mount Kit (Type-2)","111.0","1"
"Hardware","Wireless","AIR-CAB002L240-N=","2 ft LMR-240 Cable Assembly w/ N conn.","156.0","1"
"Hardware","Wireless","AIR-CAB002-DART-R=","2 ft Smart Antenna Connector to RP-TNC connectors","411.0","1"
"Hardware","Wireless","AIR-ANT2413P2M-N=","2.4 GHz 13 dBi Directional Antenna , 2 port , N connectors","717.0","1"
"Hardware","Wireless","AIR-ANT2524DB-R","2.4 GHz 2 dBi/5 GHz 4 dBi Dipole Ant., Blk, RP-TNC","45.0","1"
"Hardware","Wireless","AIR-ANT2524DB-R=","2.4 GHz 2 dBi/5 GHz 4 dBi Dipole Ant., Blk, RP-TNC","45.0","1"
"Hardware","Wireless","AIR-ANT2524DG-R","2.4 GHz 2 dBi/5 GHz 4 dBi Dipole Ant., Gray, RP-TNC","45.0","1"
"Hardware","Wireless","AIR-ANT2524DG-R=","2.4 GHz 2 dBi/5 GHz 4 dBi Dipole Ant., Gray, RP-TNC","47.0","1"
"Hardware","Wireless","AIR-ANT2524DW-R","2.4 GHz 2 dBi/5 GHz 4 dBi Dipole Ant., White, RP-TNC","47.0","1"
"Hardware","Wireless","AIR-ANT2524DW-R=","2.4 GHz 2 dBi/5 GHz 4 dBi Dipole Ant., White, RP-TNC","47.0","1"
"Hardware","Wireless","AIR-ANT2535SDW-R","2.4 GHz 3dBi/5 GHz 5dBi Low Profile Antenna, White, RP- TNC","69.0","1"
"Hardware","Wireless","AIR-ANT2535SDW-R=","2.4 GHz 3dBi/5 GHz 5dBi Low Profile Antenna, White, RP- TNC","69.0","1"
"Hardware","Wireless","AIR-ANT2547V-N-HZ","2.4 GHz 4dBi/5 GHz 7dBi Dual Band Omni Ant, N conn, HazLoc","329.0","1"
"Hardware","Wireless","AIR-ANT2547V-N-HZ=","2.4 GHz 4dBi/5 GHz 7dBi Dual Band Omni Ant, N conn, HazLoc","329.0","1"
"Hardware","Wireless","AIR-ANT2547VG-N","2.4 GHz 4dBi/5 GHz 7dBi Dual Band Omni Ant., Gray, N conn.","409.0","1"
"Hardware","Wireless","AIR-ANT2547VG-N=","2.4 GHz 4dBi/5 GHz 7dBi Dual Band Omni Ant., Gray, N conn.","409.0","1"
"Hardware","Wireless","AIR-ANT2547V-N","2.4 GHz 4dBi/5 GHz 7dBi Dual Band Omni Antenna, N connector","329.0","1"
"Hardware","Wireless","AIR-ANT2547V-N=","2.4 GHz 4dBi/5 GHz 7dBi Dual Band Omni Antenna, N connector","347.0","1"
"Hardware","Wireless","AIR-ANT2450V-N-HZ","2.4 GHz 5 dBi Omni Antenna, N conn, HazLoc","175.0","1"
"Hardware","Wireless","AIR-ANT2450V-N-HZ=","2.4 GHz 5 dBi Omni Antenna, N conn, HazLoc","186.0","1"
"Hardware","Wireless","AIR-ANT2450HG-N=","2.4 GHz 5dBi Omni, Horizontal Pol. Antenna, Gray, N conn.","199.0","1"
"Hardware","Wireless","AIR-ANT2450VG-N=","2.4 GHz 5dBi Omni, Vertical Pol. Antenna, Gray, N conn.","199.0","1"
"Hardware","Wireless","AIR-ANT2566D4M-R=","2.4 GHz 6 dBi/5 GHz 6 dBi 60 Deg. Patch Ant., 4-port, RP-TNC","999.0","1"
"Hardware","Wireless","AIR-ANT2566P4W-R=","2.4 GHz 6 dBi/5 GHz 6 dBi Directional Ant., 4-port, RP- TNC","759.0","1"
"Hardware","Wireless","AIR-ANT2568VG-N","2.4 GHz 6dBi/5 GHz 8dBi Dual Band Omni Ant., Gray, N conn.","439.0","1"
"Hardware","Wireless","AIR-ANT2568VG-N=","2.4 GHz 6dBi/5 GHz 8dBi Dual Band Omni Ant., Gray, N conn.","460.0","1"
"Hardware","Wireless","AIR-ANT2588P3M-N=","2.4 GHz 8 dBi/5 GHz 8 dBi Directional Ant., 3 port, N conn.","1049.0","1"
"Hardware","Wireless","AIR-ANT2450V-N=","2.4 GHz, 5.0 dBi Omni Ant. with N Connect","191.0","1"
"Hardware","Wireless","AIR-ANT1728","2.4 GHz, 5.2 dBi Ceiling Omni Ant. w/RP-TNC Connector","169.0","1"
"Hardware","Wireless","AIR-ANT2480V-N=","2.4 GHz, 8 dBi Omni with N Connector","459.0","1"
"Hardware","Wireless","AIR-ANT2513P4M-N=","2.4 GHz/5 GHz 13 dBi Patch Antenna.,4 port, N conn.","1649.0","1"
"Hardware","Wireless","AIR-ANT2524V4C-R=","2.4GHz 2dBi/5GHz 4dBi Ceiling Mount Omni Ant., 4-port,RP- TNC","577.0","1"
"Hardware","Wireless","AIR-ANT2544V4M-R8=","2.4GHz 3 dBi/5GHz 2 dBi Ant., 4-port,RP-TNC, 8ft cable","1108.0","1"
"Hardware","Wireless","AIR-ANT2544V4M-R=","2.4GHz 4dBi/5GHz 4dBi Multi Mount Omni Ant., 4-port,RP- TNC","927.0","1"
"Hardware","Wireless","AIR-CAB020LL-R","20 ft LOW LOSS CABLE ASSEMBLY W/RP-TNC CONNECTORS","154.0","1"
"Hardware","Wireless","AIR-ANT2420V-N=","2400-2483.5 MHz, 2.0 dBi Omni Ant. with N Connect, 5 inches","188.0","1"
"Hardware","Wireless","AIR-SD240GBKS4-EV","240GB 2.5 inch Enterprise Value 6G SATA SSD","1647.0","1"
"Hardware","Wireless","AIR-CAB025HZ-N=","25 ft Low Loss Cable Assembly w/N Connectors, Haz Loc","348.0","1"
"Hardware","Wireless","AIR-CT3504-RMNT","3504 Wireless Controller Rack Mount Tray","225.0","1"
"Hardware","Wireless","AIR-CT3504-RMNT=","3504 Wireless Controller Rack Mount Tray","262.0","1"
"Hardware","Wireless","AIR-3602E-AC-CK910","3602E AP with 802.11ac Module Eco Pack for C Reg Domain","18261.91","1"
"Hardware","Wireless","AIR-3602E-AC-EK910","3602E AP with 802.11ac Module Eco Pack for E Reg Domain","3000.0","1"
"Hardware","Wireless","AIR-3602E-AC-IK910","3602E AP with 802.11ac Module Eco Pack for I Reg Domain","18261.91","1"
"Hardware","Wireless","AIR-3602E-AC-KK910","3602E AP with 802.11ac Module Eco Pack for K Reg Domain","18261.91","1"
"Hardware","Wireless","AIR-3602E-AC-NK910","3602E AP with 802.11ac Module Eco Pack for N Reg Domain","18261.91","1"
"Hardware","Wireless","AIR-3602E-AC-QK910","3602E AP with 802.11ac Module Eco Pack for Q Reg Domain","18261.91","1"
"Hardware","Wireless","AIR-3602E-AC-SK910","3602E AP with 802.11ac Module Eco Pack for S Reg Domain","18261.91","1"
"Hardware","Wireless","AIR-3602E-AC-TK910","3602E AP with 802.11ac Module Eco Pack for T Reg Domain","18261.91","1"
"Hardware","Wireless","AIR-3602E-AC-CK9","3602E AP with 802.11ac Module for C Reg Domain","1826.19","1"
"Hardware","Wireless","AIR-3602E-AC-EK9","3602E AP with 802.11ac Module for E Reg Domain","300.0","1"
"Hardware","Wireless","AIR-3602E-AC-IK9","3602E AP with 802.11ac Module for I Reg Domain","1826.19","1"
"Hardware","Wireless","AIR-3602E-AC-KK9","3602E AP with 802.11ac Module for K Reg Domain","1826.19","1"
"Hardware","Wireless","AIR-3602E-AC-NK9","3602E AP with 802.11ac Module for N Reg Domain","1826.19","1"
"Hardware","Wireless","AIR-3602E-AC-QK9","3602E AP with 802.11ac Module for Q Reg Domain","1826.19","1"
"Hardware","Wireless","AIR-3602E-AC-SK9","3602E AP with 802.11ac Module for S Reg Domain","1826.19","1"
"Hardware","Wireless","AIR-3602E-AC-TK9","3602E AP with 802.11ac Module for T Reg Domain","1826.19","1"
"Hardware","Wireless","AIR-ANT5114P-N=","4.9 GHz-5.8 GHz, 14 dBi Patch with N Connector","659.0","1"
"Hardware","Wireless","AIR-ANT5180V-N=","4.9 GHz-5.8 GHz, 8.0 dBi Omni with N Connector","310.0","1"
"Hardware","Wireless","AIR-CAB005LL-N=","5 ft LOW LOSS CABLE ASSEMBLY W/N CONNECTORS","166.0","1"
"Hardware","Wireless","AIR-CAB005PL-R=","5 ft low loss plenum cable, RP-TNC connectors","114.0","1"
"Hardware","Wireless","AIR-CAB005LL-R-N","5 ft Low Loss RF cable w/RP-TNC and N-type connectors","119.0","1"
"Hardware","Wireless","AIR-CAB005LL-R-N=","5 ft Low Loss RF cable w/RP-TNC and N-type connectors","134.0","1"
"Hardware","Wireless","AIR-CAB005LL-R","5 ft Low Loss RF cable w/RP-TNC connectors","166.0","1"
"Hardware","Wireless","AIR-ANT5114P2M-N=","5 GHz 14 dBi Directional Antenna , 2 port , N connectors","716.0","1"
"Hardware","Wireless","AIR-ANT5150HG-N=","5 GHz 5dBi Omni, Horizontal Pol. Antenna, Gray, N conn.","199.0","1"
"Hardware","Wireless","AIR-ANT5150VG-N=","5 GHz 5dBi Omni, Vertical Pol. Antenna, Gray, N conn.","199.0","1"
"Hardware","Wireless","AIR-CAB050LL-R","50 ft. LOW LOSS CABLE ASSEMBLY W/RP-TNC CONNECTORS","246.0","1"
"Hardware","Wireless","AIR-ANT5140V-N=","5250-5875 MHz, 4.0 dBi Omni with N Connect, 5 inches","290.0","1"
"Hardware","Wireless","AIR-CT5700-CCBL=","5760 Wireless Controller Console Cable Spare","0.0","1"
"Hardware","Wireless","AIR-ACC2537-060","60 in (1.5m) RP-TNC Ant. Cable w/Mounting Bracket","81.0","1"
"Hardware","Wireless","AIR-PSU1-770W","770W AC Hot-Plug Power Supply for 5520 Controller","699.0","1"
"Hardware","Wireless","AIR-PSU1-770W=","770W AC Hot-Plug Power Supply for 5520 Controller","814.0","1"
"Hardware","Wireless","AIR-AP1572EC1-A-K9","802.11ac Outdoor AP, Ext-Ant, Cable NA-D3.0 42/88MHz, Reg-A","6475.0","1"
"Hardware","Wireless","AIR-AP1572EC1-B-K9","802.11ac Outdoor AP, Ext-Ant, Cable NA-D3.0 42/88MHz, Reg-B","6475.0","1"
"Hardware","Wireless","AIR-AP1572EC1-F-K9","802.11ac Outdoor AP, Ext-Ant, Cable NA-D3.0 42/88MHz, Reg-F","6475.0","1"
"Hardware","Wireless","AIR-AP1572EC1-K-K9","802.11ac Outdoor AP, Ext-Ant, Cable NA-D3.0 42/88MHz, Reg-K","6475.0","1"
"Hardware","Wireless","AIR-AP1572EC1-T-K9","802.11ac Outdoor AP, Ext-Ant, Cable NA-D3.0 42/88MHz, Reg-T","6475.0","1"
"Hardware","Wireless","AIR-AP1572EC1-Z-K9","802.11ac Outdoor AP, Ext-Ant, Cable NA-D3.0 42/88MHz, Reg-Z","6475.0","1"
"Hardware","Wireless","AIR-AP1572EAC-A-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-A","5077.0","1"
"Hardware","Wireless","AIR-AP1572EAC-B-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-B","5087.0","1"
"Hardware","Wireless","AIR-AP1572EAC-C-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-C","5079.0","1"
"Hardware","Wireless","AIR-AP1572EAC-D-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-D","5076.0","1"
"Hardware","Wireless","AIR-AP1572EAC-E-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-E","5082.0","1"
"Hardware","Wireless","AIR-AP1572EAC-F-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-F","5076.0","1"
"Hardware","Wireless","AIR-AP1572EAC-H-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-H","5077.0","1"
"Hardware","Wireless","AIR-AP1572EAC-K-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-K","5076.0","1"
"Hardware","Wireless","AIR-AP1572EAC-M-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-M","5082.0","1"
"Hardware","Wireless","AIR-AP1572EAC-N-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-N","4625.0","1"
"Hardware","Wireless","AIR-AP1572EAC-Q-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-Q","5076.0","1"
"Hardware","Wireless","AIR-AP1572EAC-S-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-S","5076.0","1"
"Hardware","Wireless","AIR-AP1572EAC-T-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-T","5011.0","1"
"Hardware","Wireless","AIR-AP1572EAC-Z-K9","802.11ac Outdoor AP, External-Ant, AC-power, Reg. Domain-Z","5077.0","1"
"Hardware","Wireless","AIR-AP1572IC1-A-K9","802.11ac Outdoor AP, Int-Ant, Cable NA-D3.0 42/88MHz, Reg-A","4995.0","1"
"Hardware","Wireless","AIR-AP1572IC1-B-K9","802.11ac Outdoor AP, Int-Ant, Cable NA-D3.0 42/88MHz, Reg-B","4995.0","1"
"Hardware","Wireless","AIR-AP1572IC1-F-K9","802.11ac Outdoor AP, Int-Ant, Cable NA-D3.0 42/88MHz, Reg-F","4995.0","1"
"Hardware","Wireless","AIR-AP1572IC1-K-K9","802.11ac Outdoor AP, Int-Ant, Cable NA-D3.0 42/88MHz, Reg-K","4995.0","1"
"Hardware","Wireless","AIR-AP1572IC1-T-K9","802.11ac Outdoor AP, Int-Ant, Cable NA-D3.0 42/88MHz, Reg-T","4995.0","1"
"Hardware","Wireless","AIR-AP1572IC1-Z-K9","802.11ac Outdoor AP, Int-Ant, Cable NA-D3.0 42/88MHz, Reg-Z","4995.0","1"
"Hardware","Wireless","AIR-AP1572IC2-B-K9","802.11ac Outdoor AP, Int-Ant, Cable NA-D3.0 85/108MHz, Reg-B","4995.0","1"
"Hardware","Wireless","AIR-AP2802E-BK910C","802.11ac W2 10 AP w/CA; 4x4:3 Mod Ext Ant B (CFG)","15950.0","1"
"Hardware","Wireless","AIR-AP3802E-AK910C","802.11ac W2 10 AP w/CA; 4x4:3 Mod Ext Ant; mGig -A Domain (C","19945.01","1"
"Hardware","Wireless","AIR-AP3802E-BK910C","802.11ac W2 10 AP w/CA; 4x4:3 Mod Ext Ant; mGig -B Domain (C","18950.0","1"
"Hardware","Wireless","AIR-AP3802I-AK910C","802.11ac W2 10 AP w/CA; 4x4:3 Mod Int Ant; mGig -A (CFG)","18892.0","1"
"Hardware","Wireless","AIR-AP3802I-BK910C","802.11ac W2 10 AP w/CA; 4x4:3 Mod Int Ant; mGig -B (CFG)","18288.0","1"
"Hardware","Wireless","AIR-AP3802I-EK910C","802.11ac W2 10 AP w/CA; 4x4:3 Mod Int Ant; mGig -E (CFG)","18892.0","1"
"Hardware","Wireless","AIR-AP3802I-KK910C","802.11ac W2 10 AP w/CA; 4x4:3 Mod Int Ant; mGig -K (CFG)","17950.0","1"
"Hardware","Wireless","AIR-AP2802E-BK910","802.11ac W2 10 AP w/CA; 4x4:3; Ext Ant; 2xGbE -B Domain","15950.0","1"
"Hardware","Wireless","AIR-AP2802I-BK910","802.11ac W2 10 AP w/CA; 4x4:3; Int Ant; 2xGbE -B Domain","15237.0","1"
"Hardware","Wireless","AIR-AP2802I-BK910C","802.11ac W2 10 AP w/CA; 4x4:3; Int Ant; 2xGbE, B (CFG)","14950.0","1"
"Hardware","Wireless","AIR-AP3802E-BK910","802.11ac W2 10 AP w/CA; 4x4:3; Mod; Ext Ant; -B Domain","18950.0","1"
"Hardware","Wireless","AIR-AP3802P-AK910","802.11ac W2 10 AP w/CA; 4x4:3; Mod; Pro Ext Ant; mGig -A Dom","19945.01","1"
"Hardware","Wireless","AIR-AP2802I-AK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; 2xGbE, A Domain","15241.0","1"
"Hardware","Wireless","AIR-AP2802I-DK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; 2xGbE, D Domain","15232.0","1"
"Hardware","Wireless","AIR-AP2802I-EK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; 2xGbE, E Domain","15226.01","1"
"Hardware","Wireless","AIR-AP2802I-HK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; 2xGbE, H Domain","14950.0","1"
"Hardware","Wireless","AIR-AP3802I-AK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; mGig -A Domain","18288.0","1"
"Hardware","Wireless","AIR-AP3802I-BK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; mGig -B Domain","18272.99","1"
"Hardware","Wireless","AIR-AP3802I-DK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; mGig -D Domain","18278.0","1"
"Hardware","Wireless","AIR-AP3802I-EK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; mGig -E Domain","18276.01","1"
"Hardware","Wireless","AIR-AP3802I-KK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; mGig -K Domain","17950.0","1"
"Hardware","Wireless","AIR-AP3802I-QK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; mGig -Q Domain","17950.0","1"
"Hardware","Wireless","AIR-AP3802I-SK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; mGig -S Domain","18278.0","1"
"Hardware","Wireless","AIR-AP3802I-TK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; mGig -T Domain","17950.0","1"
"Hardware","Wireless","AIR-AP3802I-ZK910","802.11ac W2 10 AP w/CA; 4x4:3SS; Int Ant; mGig -Z Domain","18278.0","1"
"Hardware","Wireless","AIR-AP2802E-HK910","802.11ac W2 10 AP w/CleanAir; 4x4:3; Ext Ant; H","15950.0","1"
"Hardware","Wireless","AIR-AP3802E-AK910","802.11ac W2 10 AP w/CleanAir; 4x4:3; Mod; Ext Ant; -A Domain","18950.0","1"
"Hardware","Wireless","AIR-AP2802E-B-K9","802.11ac W2 AP w/CA; 4x4:3; Ext Ant; 2xGbE -B Domain","1595.0","1"
"Hardware","Wireless","AIR-AP2802E-A-K9","802.11ac W2 AP w/CA; 4x4:3; Ext Ant; 2xGbE, A Domain","1717.0","1"
"Hardware","Wireless","AIR-AP2802E-B-K9C","802.11ac W2 AP w/CA; 4x4:3; Ext Ant; 2xGbE, B Domain (CFG)","1595.0","1"
"Hardware","Wireless","AIR-AP2802E-D-K9","802.11ac W2 AP w/CA; 4x4:3; Ext Ant; 2xGbE, D Domain","1716.0","1"
"Hardware","Wireless","AIR-AP2802E-I-K9","802.11ac W2 AP w/CA; 4x4:3; Ext Ant; 2xGbE, I Domain","1716.0","1"
"Hardware","Wireless","AIR-AP2802E-N-K9","802.11ac W2 AP w/CA; 4x4:3; Ext Ant; 2xGbE, N Domain","1716.0","1"
"Hardware","Wireless","AIR-AP2802E-Z-K9","802.11ac W2 AP w/CA; 4x4:3; Ext Ant; 2xGbE, Z Domain","1735.0","1"
"Hardware","Wireless","AIR-AP2802I-A-K9","802.11ac W2 AP w/CA; 4x4:3; Int Ant; 2xGbE A Domain","1598.0","1"
"Hardware","Wireless","AIR-AP2802I-B-K9","802.11ac W2 AP w/CA; 4x4:3; Int Ant; 2xGbE -B Domain","1596.0","1"
"Hardware","Wireless","AIR-AP2802I-D-K9","802.11ac W2 AP w/CA; 4x4:3; Int Ant; 2xGbE D","1596.0","1"
"Hardware","Wireless","AIR-AP2802I-E-K9","802.11ac W2 AP w/CA; 4x4:3; Int Ant; 2xGbE E","1596.0","1"
